,id,name,followers,genres,popularity,URI,image_url,embed_link
89,77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,12545109,modern alternative rock,83,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,https://i.scdn.co/image/ab6761610000e5ebdf0b5ac84376a0a4b2166816,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: The Neighbourhood"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/77SW9BnxLY8rJ0RciFqkHh?utm_source=oembed""></iframe>"
90,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,5282923,atl hip hop,83,spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ,https://i.scdn.co/image/ab6761610000e5eb803f228472451496cb2f5b88,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Gunna"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/2hlmm7s2ICUX0LVIhVFlZQ?utm_source=oembed""></iframe>"
91,46SHBwWsqBkxI7EeeBEQG7,Kodak Black,9343707,florida drill,83,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,https://i.scdn.co/image/ab6761610000e5eb4bd22c1711d22aa647a61097,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Kodak Black"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/46SHBwWsqBkxI7EeeBEQG7?utm_source=oembed""></iframe>"
92,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,19687583,alternative rock,82,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,https://i.scdn.co/image/ab6761610000e5ebc33cc15260b767ddec982ce8,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Red Hot Chili Peppers"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0L8ExT028jH3ddEcZwqJJ5?utm_source=oembed""></iframe>"
93,0Q8NcsJwoCbZOHHW63su5S,Mora,1903065,trap latino,82,spotify:artist:0Q8NcsJwoCbZOHHW63su5S,https://i.scdn.co/image/ab6761610000e5ebc9961730f0c082259ac0c22a,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Mora"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0Q8NcsJwoCbZOHHW63su5S?utm_source=oembed""></iframe>"
94,1KCSPY1glIKqW2TotWuXOR,P!nk,15186137,dance pop,82,spotify:artist:1KCSPY1glIKqW2TotWuXOR,https://i.scdn.co/image/ab6761610000e5eb7bbad89a61061304ec842588,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: P!nk"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/1KCSPY1glIKqW2TotWuXOR?utm_source=oembed""></iframe>"
95,4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,9440621,electro,82,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,https://i.scdn.co/image/ab6761610000e5eba7bfd7835b5c1eee0c95fa6e,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Daft Punk"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/4tZwfgrHOc3mvqYlEYSvVi?utm_source=oembed""></iframe>"
96,26VFTg2z8YR0cCuwLzESi2,Halsey,20228772,electropop,82,spotify:artist:26VFTg2z8YR0cCuwLzESi2,https://i.scdn.co/image/ab6761610000e5ebd707e1c5177614c4ec95a06c,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Halsey"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/26VFTg2z8YR0cCuwLzESi2?utm_source=oembed""></iframe>"
97,6AgTAQt8XS6jRWi4sX7w49,Polo G,9590088,chicago rap,82,spotify:artist:6AgTAQt8XS6jRWi4sX7w49,https://i.scdn.co/image/ab6761610000e5ebdec41838906c58af1c29c9da,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Polo G"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/6AgTAQt8XS6jRWi4sX7w49?utm_source=oembed""></iframe>"
98,0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,12520811,brooklyn drill,82,spotify:artist:0eDvMgVFoNV3TpwtrVCoTj,https://i.scdn.co/image/ab6761610000e5eb597f9edd2cd1a892d4412b09,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Pop Smoke"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0eDvMgVFoNV3TpwtrVCoTj?utm_source=oembed""></iframe>"
99,0Q8NcsJwoCbZOHHW63su5S,Mora,1903065,trap latino,82,spotify:artist:0Q8NcsJwoCbZOHHW63su5S,https://i.scdn.co/image/ab6761610000e5ebc9961730f0c082259ac0c22a,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Mora"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0Q8NcsJwoCbZOHHW63su5S?utm_source=oembed""></iframe>"
100,164Uj4eKjl6zTBKfJLFKKK,JVKE,2397964,modern indie pop,82,spotify:artist:164Uj4eKjl6zTBKfJLFKKK,https://i.scdn.co/image/ab6761610000e5eb8f15a8916c7388aa8c5a896b,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: JVKE"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/164Uj4eKjl6zTBKfJLFKKK?utm_source=oembed""></iframe>"
101,26VFTg2z8YR0cCuwLzESi2,Halsey,20228772,electropop,82,spotify:artist:26VFTg2z8YR0cCuwLzESi2,https://i.scdn.co/image/ab6761610000e5ebd707e1c5177614c4ec95a06c,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Halsey"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/26VFTg2z8YR0cCuwLzESi2?utm_source=oembed""></iframe>"
102,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,20345368,pop,82,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,https://i.scdn.co/image/ab6761610000e5eb4e2e2c78de847c4d9b12d32f,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Charlie Puth"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/6VuMaDnrHyPL1p4EHjYLi7?utm_source=oembed""></iframe>"
103,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,27347405,r&b,82,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,https://i.scdn.co/image/ab6761610000e5eb0e08ea2c4d6789fbf5cbe0aa,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Michael Jackson"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/3fMbdgg4jU18AjLCKBhRSm?utm_source=oembed""></iframe>"
104,137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,11053898,hip hop,82,spotify:artist:137W8MRPWKqSmrBGDBFSop,https://i.scdn.co/image/ab6761610000e5eb4bdf6db5203f2a0e44002620,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Wiz Khalifa"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/137W8MRPWKqSmrBGDBFSop?utm_source=oembed""></iframe>"
105,3Isy6kedDrgPYoTS1dazA9,Sean Paul,4358353,dance pop,82,spotify:artist:3Isy6kedDrgPYoTS1dazA9,https://i.scdn.co/image/ab6761610000e5eb60c3e9abe7327c0097738f22,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Sean Paul"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/3Isy6kedDrgPYoTS1dazA9?utm_source=oembed""></iframe>"
106,0Q8NcsJwoCbZOHHW63su5S,Mora,1903065,trap latino,82,spotify:artist:0Q8NcsJwoCbZOHHW63su5S,https://i.scdn.co/image/ab6761610000e5ebc9961730f0c082259ac0c22a,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Mora"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0Q8NcsJwoCbZOHHW63su5S?utm_source=oembed""></iframe>"
107,711MCceyCBcFnzjGY4Q7Un,AC/DC,26539250,australian rock,81,spotify:artist:711MCceyCBcFnzjGY4Q7Un,https://i.scdn.co/image/ab6761610000e5ebc4c77549095c86acb4e77b37,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: AC/DC"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/711MCceyCBcFnzjGY4Q7Un?utm_source=oembed""></iframe>"
108,13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,12281140,east coast hip hop,81,spotify:artist:13ubrt8QOOCPljQ2FL1Kca,https://i.scdn.co/image/ab6761610000e5ebee452efcf24aa4124fb28d94,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: A$AP Rocky"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/13ubrt8QOOCPljQ2FL1Kca?utm_source=oembed""></iframe>"
109,2feDdbD5araYcm6JhFHHw7,Labrinth,2900826,indie poptimism,81,spotify:artist:2feDdbD5araYcm6JhFHHw7,https://i.scdn.co/image/ab6761610000e5eb7885d725841e0338092f5f6f,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Labrinth"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/2feDdbD5araYcm6JhFHHw7?utm_source=oembed""></iframe>"
110,57vWImR43h4CaDao012Ofp,Steve Lacy,3277260,afrofuturism,81,spotify:artist:57vWImR43h4CaDao012Ofp,https://i.scdn.co/image/ab6761610000e5eb09ac9d040c168d4e4f58eb42,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Steve Lacy"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/57vWImR43h4CaDao012Ofp?utm_source=oembed""></iframe>"
111,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,38062852,electro house,81,spotify:artist:7vk5e3vY1uw9plTHJAMwjN,https://i.scdn.co/image/ab6761610000e5ebbf753c009fd9c2d53351dd3c,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Alan Walker"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/7vk5e3vY1uw9plTHJAMwjN?utm_source=oembed""></iframe>"
112,1vCWHaC5f2uS3yhpwWbIA6,Avicii,22880042,edm,81,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,https://i.scdn.co/image/ab6761610000e5ebae07171f989fb39736674113,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Avicii"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/1vCWHaC5f2uS3yhpwWbIA6?utm_source=oembed""></iframe>"
113,3AA28KZvwAUcZuOKwyblJQ,Gorillaz,10483492,alternative hip hop,81,spotify:artist:3AA28KZvwAUcZuOKwyblJQ,https://i.scdn.co/image/ab6761610000e5eb7a8e28519812da4ae94b3c56,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Gorillaz"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/3AA28KZvwAUcZuOKwyblJQ?utm_source=oembed""></iframe>"
114,3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,4085281,edmonton indie,81,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,https://i.scdn.co/image/ab6761610000e5eb3cef7752073cbbd2cc04c6f0,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Mac DeMarco"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/3Sz7ZnJQBIHsXLUSo0OQtM?utm_source=oembed""></iframe>"
115,6olE6TJLqED3rqDCT0FyPh,Nirvana,17627405,grunge,81,spotify:artist:6olE6TJLqED3rqDCT0FyPh,https://i.scdn.co/image/84282c28d851a700132356381fcfbadc67ff498b,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Nirvana"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/6olE6TJLqED3rqDCT0FyPh?utm_source=oembed""></iframe>"
116,7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,9281722,k-pop,81,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,https://i.scdn.co/image/ab6761610000e5eb95f5142b421466cf22028f6f,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: SEVENTEEN"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/7nqOGRxlXj7N2JYbgNEjYH?utm_source=oembed""></iframe>"
117,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,30417914,dance pop,81,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,https://i.scdn.co/image/ab6761610000e5ebec05963eab63676a539fef13,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Camila Cabello"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/4nDoRrQiYLoBzwC5BhVJzF?utm_source=oembed""></iframe>"
118,0XwVARXT135rw8lyw1EeWP,Christian Nodal,13357994,mariachi,81,spotify:artist:0XwVARXT135rw8lyw1EeWP,https://i.scdn.co/image/ab6761610000e5ebd604cc698c92e6b7c908a21a,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Christian Nodal"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0XwVARXT135rw8lyw1EeWP?utm_source=oembed""></iframe>"
119,1NNRWkhwmcXRimFYSBpB1y,Yng Lvcas,86652,None,81,spotify:artist:1NNRWkhwmcXRimFYSBpB1y,https://i.scdn.co/image/ab6761610000e5eb70f8023deca1909dd21d9bf1,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Yng Lvcas"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/1NNRWkhwmcXRimFYSBpB1y?utm_source=oembed""></iframe>"
120,1vCWHaC5f2uS3yhpwWbIA6,Avicii,22880042,edm,81,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,https://i.scdn.co/image/ab6761610000e5ebae07171f989fb39736674113,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Avicii"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/1vCWHaC5f2uS3yhpwWbIA6?utm_source=oembed""></iframe>"
121,12vb80Km0Ew53ABfJOepVz,Ñengo Flow,4511696,reggaeton,81,spotify:artist:12vb80Km0Ew53ABfJOepVz,https://i.scdn.co/image/ab6761610000e5eb88b99535ed74688cf963d8c8,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Ñengo Flow"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/12vb80Km0Ew53ABfJOepVz?utm_source=oembed""></iframe>"
122,1NNRWkhwmcXRimFYSBpB1y,Yng Lvcas,86652,None,81,spotify:artist:1NNRWkhwmcXRimFYSBpB1y,https://i.scdn.co/image/ab6761610000e5eb70f8023deca1909dd21d9bf1,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Yng Lvcas"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/1NNRWkhwmcXRimFYSBpB1y?utm_source=oembed""></iframe>"
123,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,9906993,album rock,81,spotify:artist:08GQAI4eElDnROBrJRGE0X,https://i.scdn.co/image/ab6761610000e5eb249d55f2d68a44637905c57e,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Fleetwood Mac"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/08GQAI4eElDnROBrJRGE0X?utm_source=oembed""></iframe>"
124,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,2920162,deep underground hip hop,81,spotify:artist:2LIk90788K0zvyj2JJVwkJ,https://i.scdn.co/image/ab6761610000e5eb75559132f961dcf3ba4f5c7a,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Jack Harlow"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/2LIk90788K0zvyj2JJVwkJ?utm_source=oembed""></iframe>"
125,7n2Ycct7Beij7Dj7meI4X0,TWICE,17693638,k-pop,81,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,https://i.scdn.co/image/ab6761610000e5eb8944c8aec8db82f35980b191,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: TWICE"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/7n2Ycct7Beij7Dj7meI4X0?utm_source=oembed""></iframe>"
126,7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,9281722,k-pop,81,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,https://i.scdn.co/image/ab6761610000e5eb95f5142b421466cf22028f6f,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: SEVENTEEN"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/7nqOGRxlXj7N2JYbgNEjYH?utm_source=oembed""></iframe>"
127,0XwVARXT135rw8lyw1EeWP,Christian Nodal,13357994,mariachi,81,spotify:artist:0XwVARXT135rw8lyw1EeWP,https://i.scdn.co/image/ab6761610000e5ebd604cc698c92e6b7c908a21a,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Christian Nodal"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0XwVARXT135rw8lyw1EeWP?utm_source=oembed""></iframe>"
128,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,30417914,dance pop,81,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,https://i.scdn.co/image/ab6761610000e5ebec05963eab63676a539fef13,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Camila Cabello"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/4nDoRrQiYLoBzwC5BhVJzF?utm_source=oembed""></iframe>"
129,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,11990289,indietronica,81,spotify:artist:0X2BH1fck6amBIoJhDVmmJ,https://i.scdn.co/image/ab6761610000e5eb854b6139b96beb6dbc398e06,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Ellie Goulding"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0X2BH1fck6amBIoJhDVmmJ?utm_source=oembed""></iframe>"
130,5RmQ8k4l3HZ8JoPb4mNsML,Agust D,11789573,k-rap,81,spotify:artist:5RmQ8k4l3HZ8JoPb4mNsML,https://i.scdn.co/image/ab6761610000e5eb191d43dca6f2f5a126e43e4b,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Agust D"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/5RmQ8k4l3HZ8JoPb4mNsML?utm_source=oembed""></iframe>"
131,12vb80Km0Ew53ABfJOepVz,Ñengo Flow,4511696,reggaeton,81,spotify:artist:12vb80Km0Ew53ABfJOepVz,https://i.scdn.co/image/ab6761610000e5eb88b99535ed74688cf963d8c8,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Ñengo Flow"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/12vb80Km0Ew53ABfJOepVz?utm_source=oembed""></iframe>"
132,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,38062852,electro house,81,spotify:artist:7vk5e3vY1uw9plTHJAMwjN,https://i.scdn.co/image/ab6761610000e5ebbf753c009fd9c2d53351dd3c,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Alan Walker"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/7vk5e3vY1uw9plTHJAMwjN?utm_source=oembed""></iframe>"
133,5RmQ8k4l3HZ8JoPb4mNsML,Agust D,11789573,k-rap,81,spotify:artist:5RmQ8k4l3HZ8JoPb4mNsML,https://i.scdn.co/image/ab6761610000e5eb191d43dca6f2f5a126e43e4b,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Agust D"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/5RmQ8k4l3HZ8JoPb4mNsML?utm_source=oembed""></iframe>"
134,3LZZPxNDGDFVSIPqf4JuEf,Ice Spice,1303703,bronx drill,81,spotify:artist:3LZZPxNDGDFVSIPqf4JuEf,https://i.scdn.co/image/ab6761610000e5eb03578c92e15089c645b794f5,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Ice Spice"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/3LZZPxNDGDFVSIPqf4JuEf?utm_source=oembed""></iframe>"
135,3xvaSlT4xsyk6lY1ESOspO,Disney,338850,children's music,81,spotify:artist:3xvaSlT4xsyk6lY1ESOspO,https://i.scdn.co/image/ab6761610000e5ebc698d53b77db34027b00f853,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Disney"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/3xvaSlT4xsyk6lY1ESOspO?utm_source=oembed""></iframe>"
136,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,38062852,electro house,81,spotify:artist:7vk5e3vY1uw9plTHJAMwjN,https://i.scdn.co/image/ab6761610000e5ebbf753c009fd9c2d53351dd3c,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Alan Walker"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/7vk5e3vY1uw9plTHJAMwjN?utm_source=oembed""></iframe>"
137,1SupJlEpv7RS2tPNRaHViT,Nicky Jam,18867187,latin hip hop,81,spotify:artist:1SupJlEpv7RS2tPNRaHViT,https://i.scdn.co/image/ab6761610000e5ebaa24479bca492755f52fc285,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Nicky Jam"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/1SupJlEpv7RS2tPNRaHViT?utm_source=oembed""></iframe>"
138,3qsKSpcV3ncke3hw52JSMB,Young Miko,547775,trap latino,80,spotify:artist:3qsKSpcV3ncke3hw52JSMB,https://i.scdn.co/image/ab6761610000e5eb0a248d29f8faa91f971e5cae,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Young Miko"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/3qsKSpcV3ncke3hw52JSMB?utm_source=oembed""></iframe>"
