,id,name,followers,genres,popularity,URI,image_url,embed_link
139,3qsKSpcV3ncke3hw52JSMB,Young Miko,547775,trap latino,80,spotify:artist:3qsKSpcV3ncke3hw52JSMB,https://i.scdn.co/image/ab6761610000e5eb0a248d29f8faa91f971e5cae,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Young Miko"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/3qsKSpcV3ncke3hw52JSMB?utm_source=oembed""></iframe>"
140,0LcJLqbBmaGUft1e9Mm8HV,ABBA,10307627,europop,80,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,https://i.scdn.co/image/ab6761610000e5eb6c6380e782ed89db8754cf2a,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: ABBA"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0LcJLqbBmaGUft1e9Mm8HV?utm_source=oembed""></iframe>"
141,0LcJLqbBmaGUft1e9Mm8HV,ABBA,10307627,europop,80,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,https://i.scdn.co/image/ab6761610000e5eb6c6380e782ed89db8754cf2a,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: ABBA"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0LcJLqbBmaGUft1e9Mm8HV?utm_source=oembed""></iframe>"
142,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,9717644,g funk,80,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7,https://i.scdn.co/image/83d2489cade1dadcdc533ddbcd74993d0ca6d4cb,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Dr. Dre"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/6DPYiyq5kWVQS4RGwxzPC7?utm_source=oembed""></iframe>"
143,5y8tKLUfMvliMe8IKamR32,d4vd,1164081,bedroom pop,80,spotify:artist:5y8tKLUfMvliMe8IKamR32,https://i.scdn.co/image/ab6761610000e5ebad447187a35f422307e88ad3,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: d4vd"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/5y8tKLUfMvliMe8IKamR32?utm_source=oembed""></iframe>"
144,2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,4195848,dance pop,80,spotify:artist:2RdwBSPQiwcmiDo9kixcl8,https://i.scdn.co/image/ab6761610000e5eb714fad357f3aa2bb4826d1a6,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Pharrell Williams"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/2RdwBSPQiwcmiDo9kixcl8?utm_source=oembed""></iframe>"
145,3qsKSpcV3ncke3hw52JSMB,Young Miko,547775,trap latino,80,spotify:artist:3qsKSpcV3ncke3hw52JSMB,https://i.scdn.co/image/ab6761610000e5eb0a248d29f8faa91f971e5cae,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Young Miko"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/3qsKSpcV3ncke3hw52JSMB?utm_source=oembed""></iframe>"
146,37230BxxYs9ksS7OkZw3IU,Chencho Corleone,477691,reggaeton flow,80,spotify:artist:37230BxxYs9ksS7OkZw3IU,https://i.scdn.co/image/ab6761610000e5eb51e74329ef3242dfabe5a1fb,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Chencho Corleone"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/37230BxxYs9ksS7OkZw3IU?utm_source=oembed""></iframe>"
147,360IAlyVv4PCEVjgyMZrxK,Miguel,4647046,r&b,80,spotify:artist:360IAlyVv4PCEVjgyMZrxK,https://i.scdn.co/image/ab6761610000e5ebf4db94f0eda8e3f938aac7b4,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Miguel"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/360IAlyVv4PCEVjgyMZrxK?utm_source=oembed""></iframe>"
148,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,5531528,canadian hip hop,80,spotify:artist:2jku7tDXc6XoB6MO2hFuqg,https://i.scdn.co/image/ab6761610000e5ebbd5d3e1b363c3e26710661c3,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Tory Lanez"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/2jku7tDXc6XoB6MO2hFuqg?utm_source=oembed""></iframe>"
149,78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,2082255,bedroom pop,80,spotify:artist:78rUTD7y6Cy67W1RVzYs7t,https://i.scdn.co/image/ab6761610000e5ebfd7a593cda27e19c8768edea,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: PinkPantheress"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/78rUTD7y6Cy67W1RVzYs7t?utm_source=oembed""></iframe>"
150,0VRj0yCOv2FXJNP47XQnx5,Quavo,6629638,atl hip hop,80,spotify:artist:0VRj0yCOv2FXJNP47XQnx5,https://i.scdn.co/image/ab6761610000e5eb1454debf3d21173c9051342b,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Quavo"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0VRj0yCOv2FXJNP47XQnx5?utm_source=oembed""></iframe>"
151,6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,6604440,brooklyn drill,80,spotify:artist:6jGMq4yGs7aQzuGsMgVgZR,https://i.scdn.co/image/ab6761610000e5ebbc1085cf5d08b85cd1836ca2,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Lil Tjay"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/6jGMq4yGs7aQzuGsMgVgZR?utm_source=oembed""></iframe>"
152,4kYSro6naA4h99UJvo89HB,Cardi B,21560945,pop,80,spotify:artist:4kYSro6naA4h99UJvo89HB,https://i.scdn.co/image/ab6761610000e5eb8c2332e6c0ed96d144a91b3f,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Cardi B"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/4kYSro6naA4h99UJvo89HB?utm_source=oembed""></iframe>"
153,5INjqkS1o8h1imAzPqGZBb,Tame Impala,6554815,australian psych,80,spotify:artist:5INjqkS1o8h1imAzPqGZBb,https://i.scdn.co/image/ab6761610000e5eb90357ef28b3a012a1d1b2fa2,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Tame Impala"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/5INjqkS1o8h1imAzPqGZBb?utm_source=oembed""></iframe>"
154,1ZwdS5xdxEREPySFridCfh,2Pac,15361410,g funk,80,spotify:artist:1ZwdS5xdxEREPySFridCfh,https://i.scdn.co/image/ab6761610000e5eb7f5cc432c9c109248ebec1ac,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: 2Pac"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/1ZwdS5xdxEREPySFridCfh?utm_source=oembed""></iframe>"
155,14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,4010765,reggaeton,80,spotify:artist:14zUHaJZo1mnYtn6IBRaRP,https://i.scdn.co/image/ab6761610000e5ebb92c1bc3efa35fdac01ff23d,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Justin Quiles"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/14zUHaJZo1mnYtn6IBRaRP?utm_source=oembed""></iframe>"
156,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,6494373,hip hop,80,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,https://i.scdn.co/image/ab6761610000e5eb876faa285687786c3d314ae0,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Kid Cudi"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0fA0VVWsXO9YnASrzqfmYu?utm_source=oembed""></iframe>"
157,20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,4115065,canadian contemporary r&b,80,spotify:artist:20wkVLutqVOYrc0kxFs7rA,https://i.scdn.co/image/ab6761610000e5ebf99727ed9dbe47a59126e17e,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Daniel Caesar"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/20wkVLutqVOYrc0kxFs7rA?utm_source=oembed""></iframe>"
158,78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,2082255,bedroom pop,80,spotify:artist:78rUTD7y6Cy67W1RVzYs7t,https://i.scdn.co/image/ab6761610000e5ebfd7a593cda27e19c8768edea,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: PinkPantheress"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/78rUTD7y6Cy67W1RVzYs7t?utm_source=oembed""></iframe>"
159,2FXC3k01G6Gw61bmprjgqS,Hozier,5682109,irish singer-songwriter,80,spotify:artist:2FXC3k01G6Gw61bmprjgqS,https://i.scdn.co/image/ab6761610000e5ebad85a585103dfc2f3439119a,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Hozier"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/2FXC3k01G6Gw61bmprjgqS?utm_source=oembed""></iframe>"
160,2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,4563902,australian hip hop,80,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,https://i.scdn.co/image/ab6761610000e5eb125282d15a5a1682c96c735a,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: The Kid LAROI"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/2tIP7SsRs7vjIcLrU85W8J?utm_source=oembed""></iframe>"
161,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,5531528,canadian hip hop,80,spotify:artist:2jku7tDXc6XoB6MO2hFuqg,https://i.scdn.co/image/ab6761610000e5ebbd5d3e1b363c3e26710661c3,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Tory Lanez"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/2jku7tDXc6XoB6MO2hFuqg?utm_source=oembed""></iframe>"
162,5INjqkS1o8h1imAzPqGZBb,Tame Impala,6554815,australian psych,80,spotify:artist:5INjqkS1o8h1imAzPqGZBb,https://i.scdn.co/image/ab6761610000e5eb90357ef28b3a012a1d1b2fa2,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Tame Impala"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/5INjqkS1o8h1imAzPqGZBb?utm_source=oembed""></iframe>"
163,2FXC3k01G6Gw61bmprjgqS,Hozier,5682109,irish singer-songwriter,80,spotify:artist:2FXC3k01G6Gw61bmprjgqS,https://i.scdn.co/image/ab6761610000e5ebad85a585103dfc2f3439119a,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Hozier"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/2FXC3k01G6Gw61bmprjgqS?utm_source=oembed""></iframe>"
164,57LYzLEk2LcFghVwuWbcuS,Summer Walker,5032593,r&b,80,spotify:artist:57LYzLEk2LcFghVwuWbcuS,https://i.scdn.co/image/ab6761610000e5eb9ac284d0d6afcb53a65558b3,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Summer Walker"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/57LYzLEk2LcFghVwuWbcuS?utm_source=oembed""></iframe>"
165,757aE44tKEUQEqRuT6GnEB,Roddy Ricch,9379347,melodic rap,79,spotify:artist:757aE44tKEUQEqRuT6GnEB,https://i.scdn.co/image/ab6761610000e5eb9c30c6b69a55d48decd71600,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Roddy Ricch"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/757aE44tKEUQEqRuT6GnEB?utm_source=oembed""></iframe>"
166,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,11834797,dance pop,79,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,https://i.scdn.co/image/ab6761610000e5eb2ca27dcc7f92e9576126bb18,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Jason Derulo"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/07YZf4WDAMNwqr4jfgOZ8y?utm_source=oembed""></iframe>"
167,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,10035394,emo,79,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,https://i.scdn.co/image/ab6761610000e5eb362011ebe6064c38e97e9aac,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Fall Out Boy"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/4UXqAaa6dQYAk18Lv7PEgX?utm_source=oembed""></iframe>"
168,0M2CO5ijP35MDhNwvpgxTV,sped up nightcore,117516,nightcore,79,spotify:artist:0M2CO5ijP35MDhNwvpgxTV,https://i.scdn.co/image/ab6761610000e5ebbf73929f8c684fed7af7e767,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: sped up nightcore"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0M2CO5ijP35MDhNwvpgxTV?utm_source=oembed""></iframe>"
169,3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,5795647,classic rock,79,spotify:artist:3IYUhFvPQItj6xySrBmZkd,https://i.scdn.co/image/ab6761610000e5ebd2e2b04b7ba5d60b72f54506,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Creedence Clearwater Revival"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/3IYUhFvPQItj6xySrBmZkd?utm_source=oembed""></iframe>"
170,7cYEt1pqMgXJdq00hAwVpT,Chase Atlantic,4984090,alternative r&b,79,spotify:artist:7cYEt1pqMgXJdq00hAwVpT,https://i.scdn.co/image/ab6761610000e5eb41c31bcb75f9f1817e597041,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Chase Atlantic"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/7cYEt1pqMgXJdq00hAwVpT?utm_source=oembed""></iframe>"
171,07PdYoE4jVRF6Ut40GgVSP,Cartel De Santa,14350191,latin hip hop,79,spotify:artist:07PdYoE4jVRF6Ut40GgVSP,https://i.scdn.co/image/ab6761610000e5eb72d02b5f21c6364c3d1928d7,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Cartel De Santa"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/07PdYoE4jVRF6Ut40GgVSP?utm_source=oembed""></iframe>"
172,0Y6dVaC9DZtPNH4591M42W,TV Girl,2543372,pov: indie,79,spotify:artist:0Y6dVaC9DZtPNH4591M42W,https://i.scdn.co/image/ab67616d0000b273e1bc1af856b42dd7fdba9f84,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: TV Girl"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0Y6dVaC9DZtPNH4591M42W?utm_source=oembed""></iframe>"
173,21E3waRsmPlU7jZsS13rcj,Ne-Yo,7994261,dance pop,79,spotify:artist:21E3waRsmPlU7jZsS13rcj,https://i.scdn.co/image/ab6761610000e5ebca118e3822061f7b7f6bc537,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Ne-Yo"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/21E3waRsmPlU7jZsS13rcj?utm_source=oembed""></iframe>"
174,07PdYoE4jVRF6Ut40GgVSP,Cartel De Santa,14350191,latin hip hop,79,spotify:artist:07PdYoE4jVRF6Ut40GgVSP,https://i.scdn.co/image/ab6761610000e5eb72d02b5f21c6364c3d1928d7,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Cartel De Santa"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/07PdYoE4jVRF6Ut40GgVSP?utm_source=oembed""></iframe>"
175,3mIj9lX2MWuHmhNCA7LSCW,The 1975,6700514,modern alternative rock,79,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,https://i.scdn.co/image/ab6761610000e5eb89348336354096fd4e36ca73,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: The 1975"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/3mIj9lX2MWuHmhNCA7LSCW?utm_source=oembed""></iframe>"
176,6AMd49uBDJfhf30Ak2QR5s,Coi Leray,569007,new jersey underground rap,79,spotify:artist:6AMd49uBDJfhf30Ak2QR5s,https://i.scdn.co/image/ab6761610000e5eb816e3c516af6f2c14bb99963,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Coi Leray"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/6AMd49uBDJfhf30Ak2QR5s?utm_source=oembed""></iframe>"
177,23zg3TcAtWQy7J6upgbUnj,Usher,10514862,atl hip hop,79,spotify:artist:23zg3TcAtWQy7J6upgbUnj,https://i.scdn.co/image/ab6761610000e5eb84813d8e6a3154717e618140,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Usher"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/23zg3TcAtWQy7J6upgbUnj?utm_source=oembed""></iframe>"
178,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,11834797,dance pop,79,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,https://i.scdn.co/image/ab6761610000e5eb2ca27dcc7f92e9576126bb18,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Jason Derulo"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/07YZf4WDAMNwqr4jfgOZ8y?utm_source=oembed""></iframe>"
179,23fqKkggKUBHNkbKtXEls4,Kygo,8363003,edm,79,spotify:artist:23fqKkggKUBHNkbKtXEls4,https://i.scdn.co/image/ab6761610000e5ebe636670d717588b11d654130,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Kygo"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/23fqKkggKUBHNkbKtXEls4?utm_source=oembed""></iframe>"
180,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,10035394,emo,79,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,https://i.scdn.co/image/ab6761610000e5eb362011ebe6064c38e97e9aac,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Fall Out Boy"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/4UXqAaa6dQYAk18Lv7PEgX?utm_source=oembed""></iframe>"
181,07PdYoE4jVRF6Ut40GgVSP,Cartel De Santa,14350191,latin hip hop,79,spotify:artist:07PdYoE4jVRF6Ut40GgVSP,https://i.scdn.co/image/ab6761610000e5eb72d02b5f21c6364c3d1928d7,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Cartel De Santa"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/07PdYoE4jVRF6Ut40GgVSP?utm_source=oembed""></iframe>"
182,7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,12427405,lgbtq+ hip hop,79,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,https://i.scdn.co/image/ab6761610000e5ebd66f1e0c883f319443d68c45,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Lil Nas X"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/7jVv8c5Fj3E9VhNjxT4snq?utm_source=oembed""></iframe>"
183,33NVpKoXjItPwUJTMZIOiY,David Kushner,914485,gen z singer-songwriter,79,spotify:artist:33NVpKoXjItPwUJTMZIOiY,https://i.scdn.co/image/ab6761610000e5ebf6a68d90ef0bb84219e3499a,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: David Kushner"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/33NVpKoXjItPwUJTMZIOiY?utm_source=oembed""></iframe>"
184,7cYEt1pqMgXJdq00hAwVpT,Chase Atlantic,4984090,alternative r&b,79,spotify:artist:7cYEt1pqMgXJdq00hAwVpT,https://i.scdn.co/image/ab6761610000e5eb41c31bcb75f9f1817e597041,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Chase Atlantic"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/7cYEt1pqMgXJdq00hAwVpT?utm_source=oembed""></iframe>"
185,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,13320626,hip pop,79,spotify:artist:6JL8zeS1NmiOftqZTRgdTz,https://i.scdn.co/image/ab6761610000e5eb4d8f97058ff993df0f4eb9ee,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Meghan Trainor"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/6JL8zeS1NmiOftqZTRgdTz?utm_source=oembed""></iframe>"
186,23fqKkggKUBHNkbKtXEls4,Kygo,8363003,edm,79,spotify:artist:23fqKkggKUBHNkbKtXEls4,https://i.scdn.co/image/ab6761610000e5ebe636670d717588b11d654130,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Kygo"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/23fqKkggKUBHNkbKtXEls4?utm_source=oembed""></iframe>"
187,757aE44tKEUQEqRuT6GnEB,Roddy Ricch,9379347,melodic rap,79,spotify:artist:757aE44tKEUQEqRuT6GnEB,https://i.scdn.co/image/ab6761610000e5eb9c30c6b69a55d48decd71600,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Roddy Ricch"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/757aE44tKEUQEqRuT6GnEB?utm_source=oembed""></iframe>"
